Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
5/31/1996,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,151900,186200,229600,299700,342200,224900,141700,175900,224900,261800,368200,,,,,
5/31/1996,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,75400,81900,103000,131800,160000,109400,80400,98400,109400,109600,169600,,,,,
5/31/1996,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,83300,92200,110400,171500,223000,114400,63800,106700,114400,116500,190400,,,,,
5/31/1996,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,47300,53400,77800,,134100,74200,48600,84400,74200,73700,132500,,,,,
5/31/1996,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,50200,54400,67400,80800,,57500,46000,71700,57500,57000,100500,,,,,
5/31/1996,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74500,,,,,,,,
5/31/1996,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,50300,65200,79500,128700,152300,75100,47600,80000,75100,75000,132600,,,,,
5/31/1996,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77300,,,,48900,,,,,,,,,
5/31/1996,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,79200,91800,113100,135600,87200,59300,75600,87200,88100,137600,,,,,
5/31/1996,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,76700,89800,119600,171900,233500,126900,75600,109000,126900,132500,209000,,,,,
5/31/1996,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,82300,106800,136600,195300,249400,137700,88100,103400,137700,144700,229500,,,,,
5/31/1996,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,65700,75800,97800,168400,163600,87100,53600,114300,87100,84900,155000,,,,,
5/31/1996,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,60500,84300,100200,128200,163500,96200,62600,91200,96200,96800,155100,,,,,
5/31/1996,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,71500,120500,124400,64200,41100,,64200,64200,111300,,,,,
5/31/1996,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,48500,59400,87800,151600,191400,81400,49700,74600,81400,82000,143000,,,,,
5/31/1996,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,55800,64300,86800,134700,107700,82500,54300,84500,82500,82500,135200,,,,,
5/31/1996,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,93700,122400,157000,217700,126800,86500,86500,126800,136700,196500,,,,,
5/31/1996,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,57500,78600,103700,137200,153200,97300,65300,76600,97300,102900,153900,,,,,
5/31/1996,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,87200,108000,130700,181300,224000,139900,87900,94000,139900,143700,228000,,,,,
5/31/1996,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,90600,102300,143200,179400,116400,88700,,116400,116400,177800,,,,,
5/31/1996,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69100,82400,,153600,,61500,,,,,,,,,
5/31/1996,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,57900,62500,91400,156900,189300,91900,54800,86400,91900,92500,164200,,,,,
5/31/1996,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,52000,64800,88100,141800,154600,88300,53400,83700,88300,88800,151400,,,,,
5/31/1996,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,31000,32800,59700,107500,130400,56400,32700,43600,56400,56600,104100,,,,,
5/31/1996,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,82500,94500,125200,163200,185100,125200,83400,108700,125200,126000,189600,,,,,
5/31/1996,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,60900,70800,85700,152300,145600,83700,46600,53500,83700,88600,147700,,,,,
5/31/1996,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,80900,96800,115600,153800,192800,114000,83600,91500,114000,116000,172700,,,,,
5/31/1996,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,60800,64700,88200,141500,,80000,45800,88300,80000,79100,146900,,,,,
5/31/1996,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,57000,71100,83100,101900,127700,83500,59900,88600,83500,83500,128400,,,,,
5/31/1996,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,52200,51700,81200,141400,198900,70700,40500,86000,70700,69700,133400,,,,,
5/31/1996,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70100,120100,,,,,,,130600,,,,,
5/31/1996,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,101000,121300,136900,167500,126500,97000,112500,126500,129900,187400,,,,,
5/31/1996,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,118700,128800,150000,166200,,,,,,,,,,,
5/31/1996,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,79100,78000,100700,170200,227700,112200,65900,118600,112200,110700,203900,,,,,
5/31/1996,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,88500,107200,136000,171900,196500,134800,88400,113300,134800,137100,209800,,,,,
5/31/1996,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,65700,69700,39000,,56200,39000,38600,72000,,,,,
5/31/1996,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,74700,76000,,,,,62900,92800,,,145900,,,,,
6/30/1996,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,59900,48800,78400,146300,200800,79500,44700,98000,79500,78900,140000,,,,,
6/30/1996,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,59200,87000,97400,128500,188600,104100,67300,79400,104100,108500,168900,,,,,
6/30/1996,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,53400,56100,77800,133200,188000,64400,38200,73100,64400,64100,114600,,,,,
6/30/1996,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,92000,123100,150600,194900,262500,157500,94500,134700,157500,161300,269700,,,,,
6/30/1996,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,76100,98100,129600,177200,214500,128700,82800,99800,128700,134100,211500,,,,,
6/30/1996,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,64100,97100,131300,194700,297200,132700,83700,84900,132700,141900,232100,,,,,
6/30/1996,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,89000,87500,103900,158700,179100,107500,76500,,107500,107600,164600,,,,,
6/30/1996,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,44700,65400,89600,133600,200200,86700,52000,70800,86700,92100,155700,,,,,
6/30/1996,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,75300,64700,88400,149500,212300,92600,57200,89300,92600,93200,163600,,,,,
6/30/1996,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,150800,184800,228300,296700,338000,223400,138500,174700,223400,259700,363600,,,,,
6/30/1996,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,75300,81700,102800,132100,159500,109500,80300,98500,109500,109700,169300,,,,,
6/30/1996,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,82900,92300,111300,171500,222600,114500,63900,106700,114500,116700,190800,,,,,
6/30/1996,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,45900,52600,78900,,134600,75200,47500,84800,75200,74800,133100,,,,,
6/30/1996,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,50200,55000,68100,81800,,58000,45900,72400,58000,57400,101600,,,,,
6/30/1996,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,,,,,,,,
6/30/1996,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,51300,65600,80600,130500,152600,76200,48100,81400,76200,75800,134700,,,,,
6/30/1996,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78300,,,,48100,,,,,,,,,
6/30/1996,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,79200,92000,114100,136400,87200,59500,76200,87200,88200,139100,,,,,
6/30/1996,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,76200,89500,119500,172200,233000,126600,75600,108800,126600,132400,209200,,,,,
6/30/1996,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,81800,107200,137100,195500,250100,138000,88200,103800,138000,144900,229800,,,,,
6/30/1996,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,65200,75300,97900,167600,161800,87300,53700,114700,87300,85200,154200,,,,,
6/30/1996,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,60600,84500,100500,128600,163400,96200,62700,90900,96200,97100,155100,,,,,
6/30/1996,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,71400,121300,125200,64400,40600,,64400,64400,111600,,,,,
6/30/1996,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,48300,59700,88600,152000,189500,82000,50200,74800,82000,82900,143700,,,,,
6/30/1996,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,55600,64600,87200,135400,107600,82600,53700,85100,82600,82600,136400,,,,,
6/30/1996,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,93700,121900,156500,216300,126200,86600,86200,126200,136000,195800,,,,,
6/30/1996,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,57100,78800,104000,136800,152300,97500,65600,77100,97500,103200,153500,,,,,
6/30/1996,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,85500,107400,130300,181200,223000,139700,87400,92800,139700,143200,227900,,,,,
6/30/1996,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,88100,100600,142000,180200,115400,87400,,115400,115400,179000,,,,,
6/30/1996,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69200,82700,,153400,,61700,,,,,,,,,
6/30/1996,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,58200,62700,91600,156900,189500,92000,54800,86600,92000,92700,164100,,,,,
6/30/1996,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,51900,65000,88300,141900,154500,88500,53500,84200,88500,88900,151600,,,,,
6/30/1996,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,31100,32900,60000,107100,129100,56500,32700,43100,56500,56700,103700,,,,,
6/30/1996,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,82700,95000,125900,163900,185300,125700,84100,109500,125700,126600,189900,,,,,
6/30/1996,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,60300,70900,85700,152300,145300,83800,46600,53300,83800,88800,148000,,,,,
6/30/1996,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,79500,96700,115600,153400,191700,114100,83500,90600,114100,116100,172100,,,,,
6/30/1996,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,61400,64400,87900,141300,,80100,45600,87300,80100,79100,147100,,,,,
6/30/1996,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,56800,70900,82500,101400,128000,82600,59600,87200,82600,82600,128700,,,,,
6/30/1996,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,52700,52000,81600,142000,199000,71000,40500,86300,71000,70100,133600,,,,,
6/30/1996,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70400,120600,,,,,,,132000,,,,,
6/30/1996,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,101000,121700,137200,168200,126800,97200,112100,126800,130500,188100,,,,,
6/30/1996,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,120100,130700,151700,169800,,,,,,,,,,,
6/30/1996,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,78500,77800,100900,170300,227000,112600,66000,118500,112600,111100,203500,,,,,
6/30/1996,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,88500,107300,135900,172000,195800,135100,88500,113600,135100,137400,209800,,,,,
6/30/1996,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50800,66800,71500,39800,,56600,39800,39300,73200,,,,,
6/30/1996,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,73800,75900,,,,,63000,92400,,,145700,,,,,
7/31/1996,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,59200,49000,78600,146600,200000,79700,44500,97600,79700,79200,140400,,,,,
7/31/1996,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,59500,87100,97600,128500,188500,104400,67600,79500,104400,108800,168900,,,,,
7/31/1996,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,53100,56000,77800,132800,189000,64300,38000,73500,64300,64200,114200,,,,,
7/31/1996,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,91600,122700,150300,194300,260800,157300,94400,134300,157300,161000,269600,,,,,
7/31/1996,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,75400,98500,129600,177700,214800,128900,82700,99900,128900,134400,212500,,,,,
7/31/1996,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,63400,96900,131700,195200,297700,132900,83700,84800,132900,142300,231900,,,,,
7/31/1996,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,86900,87100,104100,159600,180700,108000,76000,,108000,108000,166100,,,,,
7/31/1996,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,44400,65300,89600,133200,199800,86600,51900,70800,86600,92000,155500,,,,,
7/31/1996,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,74900,65000,88700,149600,212100,92700,57300,89100,92700,93000,163300,,,,,
7/31/1996,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,148800,182600,226900,293600,334000,221800,135500,173800,221800,257600,360800,,,,,
7/31/1996,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,74700,81400,102700,132100,159000,109300,80000,99000,109300,109600,169000,,,,,
7/31/1996,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,82400,92200,111700,171800,222800,113900,64000,107100,113900,116200,191100,,,,,
7/31/1996,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,44900,51600,79200,,134600,75400,46200,85200,75400,74900,133200,,,,,
7/31/1996,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,50600,55400,68900,83000,,58600,46000,73800,58600,57900,102800,,,,,
7/31/1996,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500,,,,,,,,
7/31/1996,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,51800,66300,81700,132300,153900,77300,48500,82500,77300,76900,136400,,,,,
7/31/1996,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78600,,,,47600,,,,,,,,,
7/31/1996,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,79100,92200,115200,138000,87400,59700,77100,87400,88400,140500,,,,,
7/31/1996,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,75800,89300,119200,172400,232300,126400,75400,108200,126400,132100,209200,,,,,
7/31/1996,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,81600,107500,137500,195800,251100,138200,88400,104100,138200,145200,230200,,,,,
7/31/1996,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,65100,75500,99000,168500,162000,88200,53900,115700,88200,86200,154800,,,,,
7/31/1996,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,60300,84400,100600,128700,163000,96200,62700,90500,96200,97100,155200,,,,,
7/31/1996,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,71800,122300,126300,64600,40400,,64600,64600,112800,,,,,
7/31/1996,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,48500,60400,89200,152400,188100,82600,50800,75000,82600,83700,144200,,,,,
7/31/1996,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,55800,64100,87600,136000,107700,82800,53600,86400,82800,82700,136900,,,,,
7/31/1996,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,93800,121600,155900,215500,125900,86400,85600,125900,135400,195200,,,,,
7/31/1996,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,56600,79200,104300,137100,151500,97900,65800,77400,97900,103600,153600,,,,,
